"Tree","Stand","Species","Host","Year","age","inc","dbh","dbh.lag"
16,"06","Pima","Non-Host",1975,8,2.0355,3.2979,2.8908
16,"06","Pima","Non-Host",1976,9,1.9625,3.6904,3.2979
16,"06","Pima","Non-Host",1977,10,2.1735,4.1251,3.6904
16,"06","Pima","Non-Host",1978,11,1.734,4.4719,4.1251
16,"06","Pima","Non-Host",1979,12,1.509,4.7737,4.4719
16,"06","Pima","Non-Host",1980,13,1.423,5.0583,4.7737
16,"06","Pima","Non-Host",1981,14,1.458,5.3499,5.0583
16,"06","Pima","Non-Host",1982,15,1.2635,5.6026,5.3499
16,"06","Pima","Non-Host",1983,16,1.873,5.9772,5.6026
16,"06","Pima","Non-Host",1984,17,1.3645,6.2501,5.9772
16,"06","Pima","Non-Host",1985,18,1.463,6.5427,6.2501
16,"06","Pima","Non-Host",1986,19,1.3415,6.811,6.5427
16,"06","Pima","Non-Host",1987,20,1.5765,7.1263,6.811
16,"06","Pima","Non-Host",1988,21,1.3495,7.3962,7.1263
16,"06","Pima","Non-Host",1989,22,1.7155,7.7393,7.3962
16,"06","Pima","Non-Host",1990,23,1.584,8.0561,7.7393
16,"06","Pima","Non-Host",1991,24,1.789,8.4139,8.0561
16,"06","Pima","Non-Host",1992,25,2.392,8.8923,8.4139
16,"06","Pima","Non-Host",1993,26,1.3225,9.1568,8.8923
16,"06","Pima","Non-Host",1994,27,1.5985,9.4765,9.1568
16,"06","Pima","Non-Host",1995,28,2.076,9.8917,9.4765
16,"06","Pima","Non-Host",1996,29,1.495,10.1907,9.8917
16,"06","Pima","Non-Host",1997,30,1.8465,10.56,10.1907
16,"06","Pima","Non-Host",1998,31,2.1605,10.9921,10.56
16,"06","Pima","Non-Host",1999,32,2.7315,11.5384,10.9921
16,"06","Pima","Non-Host",2000,33,1.6915,11.8767,11.5384
16,"06","Pima","Non-Host",2001,34,1.8625,12.2492,11.8767
16,"06","Pima","Non-Host",2002,35,1.242,12.4976,12.2492
16,"06","Pima","Non-Host",2003,36,1.8655,12.8707,12.4976
16,"06","Pima","Non-Host",2004,37,1.6915,13.209,12.8707
16,"06","Pima","Non-Host",2005,38,1.873,13.5836,13.209
16,"06","Pima","Non-Host",2006,39,2.0335,13.9903,13.5836
16,"06","Pima","Non-Host",2007,40,2.1305,14.4164,13.9903
16,"06","Pima","Non-Host",2008,41,1.651,14.7466,14.4164
16,"06","Pima","Non-Host",2009,42,1.938,15.1342,14.7466
16,"06","Pima","Non-Host",2010,43,1.716,15.4774,15.1342
17,"06","Pima","Non-Host",1969,1,1.453,0.2906,0
17,"06","Pima","Non-Host",1970,2,1.332,0.557,0.2906
17,"06","Pima","Non-Host",1971,3,2.096,0.9762,0.557
17,"06","Pima","Non-Host",1972,4,1.793,1.3348,0.9762
17,"06","Pima","Non-Host",1973,5,1.9295,1.7207,1.3348
17,"06","Pima","Non-Host",1974,6,1.63,2.0467,1.7207
17,"06","Pima","Non-Host",1975,7,1.963,2.4393,2.0467
17,"06","Pima","Non-Host",1976,8,2.012,2.8417,2.4393
17,"06","Pima","Non-Host",1977,9,1.856,3.2129,2.8417
17,"06","Pima","Non-Host",1978,10,2.189,3.6507,3.2129
17,"06","Pima","Non-Host",1979,11,1.6355,3.9778,3.6507
17,"06","Pima","Non-Host",1980,12,1.6085,4.2995,3.9778
17,"06","Pima","Non-Host",1981,13,1.593,4.6181,4.2995
17,"06","Pima","Non-Host",1982,14,1.0595,4.83,4.6181
17,"06","Pima","Non-Host",1983,15,2.0045,5.2309,4.83
17,"06","Pima","Non-Host",1984,16,1.544,5.5397,5.2309
17,"06","Pima","Non-Host",1985,17,1.2985,5.7994,5.5397
17,"06","Pima","Non-Host",1986,18,1.4325,6.0859,5.7994
17,"06","Pima","Non-Host",1987,19,1.982,6.4823,6.0859
17,"06","Pima","Non-Host",1988,20,1.1735,6.717,6.4823
17,"06","Pima","Non-Host",1989,21,1.2375,6.9645,6.717
17,"06","Pima","Non-Host",1990,22,1.352,7.2349,6.9645
17,"06","Pima","Non-Host",1991,23,1.09,7.4529,7.2349
17,"06","Pima","Non-Host",1992,24,1.24,7.7009,7.4529
17,"06","Pima","Non-Host",1993,25,1.0745,7.9158,7.7009
17,"06","Pima","Non-Host",1994,26,1.329,8.1816,7.9158
17,"06","Pima","Non-Host",1995,27,1.2245,8.4265,8.1816
17,"06","Pima","Non-Host",1996,28,1.323,8.6911,8.4265
17,"06","Pima","Non-Host",1997,29,1.686,9.0283,8.6911
17,"06","Pima","Non-Host",1998,30,2.0205,9.4324,9.0283
17,"06","Pima","Non-Host",1999,31,1.871,9.8066,9.4324
17,"06","Pima","Non-Host",2000,32,1.563,10.1192,9.8066
17,"06","Pima","Non-Host",2001,33,1.133,10.3458,10.1192
17,"06","Pima","Non-Host",2002,34,0.82,10.5098,10.3458
17,"06","Pima","Non-Host",2003,35,1.506,10.811,10.5098
17,"06","Pima","Non-Host",2004,36,1.278,11.0666,10.811
17,"06","Pima","Non-Host",2005,37,1.3915,11.3449,11.0666
17,"06","Pima","Non-Host",2006,38,1.221,11.5891,11.3449
17,"06","Pima","Non-Host",2007,39,1.3105,11.8512,11.5891
17,"06","Pima","Non-Host",2008,40,1.2665,12.1045,11.8512
17,"06","Pima","Non-Host",2009,41,1.2865,12.3618,12.1045
17,"06","Pima","Non-Host",2010,42,1.1525,12.5923,12.3618
18,"06","Pima","Non-Host",1979,1,0.982,0.1964,0
18,"06","Pima","Non-Host",1980,2,1.0425,0.4049,0.1964
18,"06","Pima","Non-Host",1981,3,0.885,0.5819,0.4049
18,"06","Pima","Non-Host",1982,4,0.819,0.7457,0.5819
18,"06","Pima","Non-Host",1983,5,0.7525,0.8962,0.7457
18,"06","Pima","Non-Host",1984,6,1.2455,1.1453,0.8962
18,"06","Pima","Non-Host",1985,7,1.5355,1.4524,1.1453
18,"06","Pima","Non-Host",1986,8,1.5865,1.7697,1.4524
18,"06","Pima","Non-Host",1987,9,1.106,1.9909,1.7697
18,"06","Pima","Non-Host",1988,10,1.4735,2.2856,1.9909
18,"06","Pima","Non-Host",1989,11,1.817,2.649,2.2856
18,"06","Pima","Non-Host",1990,12,1.678,2.9846,2.649
18,"06","Pima","Non-Host",1991,13,2.3005,3.4447,2.9846
18,"06","Pima","Non-Host",1992,14,1.362,3.7171,3.4447
18,"06","Pima","Non-Host",1993,15,1.474,4.0119,3.7171
18,"06","Pima","Non-Host",1994,16,1.8795,4.3878,4.0119
18,"06","Pima","Non-Host",1995,17,1.239,4.6356,4.3878
18,"06","Pima","Non-Host",1996,18,1.9605,5.0277,4.6356
18,"06","Pima","Non-Host",1997,19,2.051,5.4379,5.0277
18,"06","Pima","Non-Host",1998,20,2.1545,5.8688,5.4379
18,"06","Pima","Non-Host",1999,21,1.6135,6.1915,5.8688
18,"06","Pima","Non-Host",2000,22,1.807,6.5529,6.1915
18,"06","Pima","Non-Host",2001,23,2.088,6.9705,6.5529
18,"06","Pima","Non-Host",2002,24,1.5325,7.277,6.9705
18,"06","Pima","Non-Host",2003,25,2.235,7.724,7.277
18,"06","Pima","Non-Host",2004,26,2.1565,8.1553,7.724
18,"06","Pima","Non-Host",2005,27,2.462,8.6477,8.1553
18,"06","Pima","Non-Host",2006,28,3.201,9.2879,8.6477
18,"06","Pima","Non-Host",2007,29,2.5025,9.7884,9.2879
18,"06","Pima","Non-Host",2008,30,2.304,10.2492,9.7884
18,"06","Pima","Non-Host",2009,31,1.889,10.627,10.2492
18,"06","Pima","Non-Host",2010,32,3.015,11.23,10.627
19,"06","Potr","Host",1979,1,2.531,0.5062,0
19,"06","Potr","Host",1980,2,1.7245,0.8511,0.5062
19,"06","Potr","Host",1981,3,2.544,1.3599,0.8511
19,"06","Potr","Host",1982,4,2.5785,1.8756,1.3599
19,"06","Potr","Host",1983,5,2.8315,2.4419,1.8756
19,"06","Potr","Host",1984,6,3.3735,3.1166,2.4419
19,"06","Potr","Host",1985,7,3.635,3.8436,3.1166
19,"06","Potr","Host",1986,8,3.445,4.5326,3.8436
19,"06","Potr","Host",1987,9,3.309,5.1944,4.5326
19,"06","Potr","Host",1988,10,1.9945,5.5933,5.1944
19,"06","Potr","Host",1989,11,1.8505,5.9634,5.5933
19,"06","Potr","Host",1990,12,1.8505,6.3335,5.9634
19,"06","Potr","Host",1991,13,1.0515,6.5438,6.3335
19,"06","Potr","Host",1992,14,1.889,6.9216,6.5438
19,"06","Potr","Host",1993,15,2.7105,7.4637,6.9216
19,"06","Potr","Host",1994,16,1.5435,7.7724,7.4637
19,"06","Potr","Host",1995,17,2.6325,8.2989,7.7724
19,"06","Potr","Host",1996,18,2.735,8.8459,8.2989
19,"06","Potr","Host",1997,19,2.563,9.3585,8.8459
19,"06","Potr","Host",1998,20,1.7015,9.6988,9.3585
19,"06","Potr","Host",1999,21,2.563,10.2114,9.6988
19,"06","Potr","Host",2000,22,2.9565,10.8027,10.2114
19,"06","Potr","Host",2001,23,0.8815,10.979,10.8027
19,"06","Potr","Host",2002,24,0.4515,11.0693,10.979
19,"06","Potr","Host",2003,25,0.1965,11.1086,11.0693
19,"06","Potr","Host",2004,26,0.246,11.1578,11.1086
19,"06","Potr","Host",2005,27,0.164,11.1906,11.1578
19,"06","Potr","Host",2006,28,0.15,11.2206,11.1906
19,"06","Potr","Host",2007,29,0.293,11.2792,11.2206
19,"06","Potr","Host",2008,30,0.363,11.3518,11.2792
19,"06","Potr","Host",2009,31,0.309,11.4136,11.3518
19,"06","Potr","Host",2010,32,0.448,11.5032,11.4136
20,"06","Potr","Host",1978,1,3.1695,0.6339,0
20,"06","Potr","Host",1979,2,1.576,0.9491,0.6339
20,"06","Potr","Host",1980,3,1.8355,1.3162,0.9491
20,"06","Potr","Host",1981,4,2.252,1.7666,1.3162
20,"06","Potr","Host",1982,5,2.4585,2.2583,1.7666
20,"06","Potr","Host",1983,6,2.96,2.8503,2.2583
20,"06","Potr","Host",1984,7,3.187,3.4877,2.8503
20,"06","Potr","Host",1985,8,2.679,4.0235,3.4877
20,"06","Potr","Host",1986,9,2.454,4.5143,4.0235
20,"06","Potr","Host",1987,10,2.4685,5.008,4.5143
20,"06","Potr","Host",1988,11,1.1565,5.2393,5.008
20,"06","Potr","Host",1989,12,0.983,5.4359,5.2393
20,"06","Potr","Host",1990,13,1.2445,5.6848,5.4359
20,"06","Potr","Host",1991,14,1.2125,5.9273,5.6848
20,"06","Potr","Host",1992,15,1.4235,6.212,5.9273
20,"06","Potr","Host",1993,16,2.2945,6.6709,6.212
20,"06","Potr","Host",1994,17,1.759,7.0227,6.6709
20,"06","Potr","Host",1995,18,2.134,7.4495,7.0227
20,"06","Potr","Host",1996,19,2.442,7.9379,7.4495
20,"06","Potr","Host",1997,20,2.3845,8.4148,7.9379
20,"06","Potr","Host",1998,21,1.683,8.7514,8.4148
20,"06","Potr","Host",1999,22,2.6325,9.2779,8.7514
20,"06","Potr","Host",2000,23,2.3705,9.752,9.2779
20,"06","Potr","Host",2001,24,0.6225,9.8765,9.752
20,"06","Potr","Host",2002,25,1.2775,10.132,9.8765
20,"06","Potr","Host",2003,26,1.462,10.4244,10.132
20,"06","Potr","Host",2004,27,1.7385,10.7721,10.4244
20,"06","Potr","Host",2005,28,1.419,11.0559,10.7721
20,"06","Potr","Host",2006,29,1.7465,11.4052,11.0559
20,"06","Potr","Host",2007,30,1.059,11.617,11.4052
20,"06","Potr","Host",2008,31,1.54,11.925,11.617
20,"06","Potr","Host",2009,32,2.537,12.4324,11.925
21,"06","Potr","Host",1978,1,0.453,0.0906,0
21,"06","Potr","Host",1979,2,0.575,0.2056,0.0906
21,"06","Potr","Host",1980,3,1.597,0.525,0.2056
21,"06","Potr","Host",1981,4,1.392,0.8034,0.525
21,"06","Potr","Host",1982,5,2.196,1.2426,0.8034
21,"06","Potr","Host",1983,6,2.836,1.8098,1.2426
21,"06","Potr","Host",1984,7,2.618,2.3334,1.8098
21,"06","Potr","Host",1985,8,2.233,2.78,2.3334
21,"06","Potr","Host",1986,9,2.471,3.2742,2.78
21,"06","Potr","Host",1987,10,2.401,3.7544,3.2742
21,"06","Potr","Host",1988,11,0.293,3.813,3.7544
21,"06","Potr","Host",1989,12,0.856,3.9842,3.813
21,"06","Potr","Host",1990,13,0.962,4.1766,3.9842
21,"06","Potr","Host",1991,14,0.969,4.3704,4.1766
21,"06","Potr","Host",1992,15,1.754,4.7212,4.3704
21,"06","Potr","Host",1993,16,2.128,5.1468,4.7212
21,"06","Potr","Host",1994,17,1.313,5.4094,5.1468
21,"06","Potr","Host",1995,18,2.107,5.8308,5.4094
21,"06","Potr","Host",1996,19,2.551,6.341,5.8308
21,"06","Potr","Host",1997,20,2.026,6.7462,6.341
21,"06","Potr","Host",1998,21,1.595,7.0652,6.7462
21,"06","Potr","Host",1999,22,2.479,7.561,7.0652
21,"06","Potr","Host",2000,23,2.678,8.0966,7.561
21,"06","Potr","Host",2001,24,1.079,8.3124,8.0966
21,"06","Potr","Host",2002,25,1.306,8.5736,8.3124
21,"06","Potr","Host",2003,26,2.405,9.0546,8.5736
21,"06","Potr","Host",2004,27,2.58,9.5706,9.0546
21,"06","Potr","Host",2005,28,2.369,10.0444,9.5706
21,"06","Potr","Host",2006,29,2.471,10.5386,10.0444
21,"06","Potr","Host",2007,30,1.759,10.8904,10.5386
21,"06","Potr","Host",2008,31,1.949,11.2802,10.8904
21,"06","Potr","Host",2009,32,2.732,11.8266,11.2802
22,"06","Potr","Host",1968,16,1.48166666666667,5.32093333333334,5.0246
22,"06","Potr","Host",1969,17,1.14633333333333,5.5502,5.32093333333334
22,"06","Potr","Host",1970,18,1.66133333333333,5.88246666666667,5.5502
22,"06","Potr","Host",1971,19,1.54766666666667,6.192,5.88246666666667
22,"06","Potr","Host",1972,20,1.29666666666667,6.45133333333334,6.192
22,"06","Potr","Host",1973,21,1.24433333333333,6.7002,6.45133333333334
22,"06","Potr","Host",1974,22,1.66,7.0322,6.7002
22,"06","Potr","Host",1975,23,2.50433333333333,7.53306666666667,7.0322
22,"06","Potr","Host",1976,24,2.671,8.06726666666667,7.53306666666667
22,"06","Potr","Host",1977,25,2.145,8.49626666666667,8.06726666666667
22,"06","Potr","Host",1978,26,1.90233333333333,8.87673333333333,8.49626666666667
22,"06","Potr","Host",1979,27,1.18533333333333,9.1138,8.87673333333333
22,"06","Potr","Host",1980,28,1.133,9.3404,9.1138
22,"06","Potr","Host",1981,29,1.84066666666667,9.70853333333333,9.3404
22,"06","Potr","Host",1982,30,1.75366666666667,10.0592666666667,9.70853333333333
22,"06","Potr","Host",1983,31,2.316,10.5224666666667,10.0592666666667
22,"06","Potr","Host",1984,32,2.07566666666667,10.9376,10.5224666666667
22,"06","Potr","Host",1985,33,1.83466666666667,11.3045333333333,10.9376
22,"06","Potr","Host",1986,34,1.68166666666667,11.6408666666667,11.3045333333333
22,"06","Potr","Host",1987,35,1.31533333333333,11.9039333333333,11.6408666666667
22,"06","Potr","Host",1988,36,0.918666666666667,12.0876666666667,11.9039333333333
22,"06","Potr","Host",1989,37,1.51966666666667,12.3916,12.0876666666667
22,"06","Potr","Host",1990,38,1.28433333333333,12.6484666666667,12.3916
22,"06","Potr","Host",1991,39,1.06966666666667,12.8624,12.6484666666667
22,"06","Potr","Host",1992,40,1.56533333333333,13.1754666666667,12.8624
22,"06","Potr","Host",1993,41,2.21966666666667,13.6194,13.1754666666667
22,"06","Potr","Host",1994,42,1.20766666666667,13.8609333333333,13.6194
22,"06","Potr","Host",1995,43,2.177,14.2963333333333,13.8609333333333
22,"06","Potr","Host",1996,44,2.38533333333333,14.7734,14.2963333333333
22,"06","Potr","Host",1997,45,2.35033333333333,15.2434666666667,14.7734
22,"06","Potr","Host",1998,46,1.604,15.5642666666667,15.2434666666667
22,"06","Potr","Host",1999,47,2.609,16.0860666666667,15.5642666666667
22,"06","Potr","Host",2000,48,2.98733333333333,16.6835333333333,16.0860666666667
22,"06","Potr","Host",2001,49,0.841666666666667,16.8518666666667,16.6835333333333
22,"06","Potr","Host",2002,50,0.700333333333333,16.9919333333333,16.8518666666667
22,"06","Potr","Host",2003,51,0.916333333333333,17.1752,16.9919333333333
22,"06","Potr","Host",2004,52,0.701333333333333,17.3154666666667,17.1752
22,"06","Potr","Host",2005,53,0.401,17.3956666666667,17.3154666666667
22,"06","Potr","Host",2006,54,0.949333333333333,17.5855333333333,17.3956666666667
22,"06","Potr","Host",2007,55,0.974,17.7803333333333,17.5855333333333
22,"06","Potr","Host",2008,56,0.63,17.9063333333333,17.7803333333333
22,"06","Potr","Host",2009,57,0.823,18.0709333333333,17.9063333333333
22,"06","Potr","Host",2010,58,0.5385,18.1786333333333,18.0709333333333
23,"06","Potr","Host",1968,17,1.6375,4.8513,4.5238
23,"06","Potr","Host",1969,18,1.4875,5.1488,4.8513
23,"06","Potr","Host",1970,19,2.2785,5.6045,5.1488
23,"06","Potr","Host",1971,20,2.29,6.0625,5.6045
23,"06","Potr","Host",1972,21,2.141,6.4907,6.0625
23,"06","Potr","Host",1973,22,1.758,6.8423,6.4907
23,"06","Potr","Host",1974,23,2.1725,7.2768,6.8423
23,"06","Potr","Host",1975,24,2.093,7.6954,7.2768
23,"06","Potr","Host",1976,25,1.852,8.0658,7.6954
23,"06","Potr","Host",1977,26,1.942,8.4542,8.0658
23,"06","Potr","Host",1978,27,1.967,8.8476,8.4542
23,"06","Potr","Host",1979,28,1.512,9.15,8.8476
23,"06","Potr","Host",1980,29,1.074,9.3648,9.15
23,"06","Potr","Host",1981,30,1.2035,9.6055,9.3648
23,"06","Potr","Host",1982,31,1.507,9.9069,9.6055
23,"06","Potr","Host",1983,32,1.765,10.2599,9.9069
23,"06","Potr","Host",1984,33,1.7235,10.6046,10.2599
23,"06","Potr","Host",1985,34,1.2415,10.8529,10.6046
23,"06","Potr","Host",1986,35,1.3205,11.117,10.8529
23,"06","Potr","Host",1987,36,1.4305,11.4031,11.117
23,"06","Potr","Host",1988,37,1.038,11.6107,11.4031
23,"06","Potr","Host",1989,38,0.731,11.7569,11.6107
23,"06","Potr","Host",1990,39,0.7765,11.9122,11.7569
23,"06","Potr","Host",1991,40,0.7905,12.0703,11.9122
23,"06","Potr","Host",1992,41,1.438,12.3579,12.0703
23,"06","Potr","Host",1993,42,1.418,12.6415,12.3579
23,"06","Potr","Host",1994,43,1.293,12.9001,12.6415
23,"06","Potr","Host",1995,44,2.118,13.3237,12.9001
23,"06","Potr","Host",1996,45,2.088,13.7413,13.3237
23,"06","Potr","Host",1997,46,1.2285,13.987,13.7413
23,"06","Potr","Host",1998,47,1.55,14.297,13.987
23,"06","Potr","Host",1999,48,1.9925,14.6955,14.297
23,"06","Potr","Host",2000,49,1.7465,15.0448,14.6955
23,"06","Potr","Host",2001,50,0.77,15.1988,15.0448
23,"06","Potr","Host",2002,51,1.1675,15.4323,15.1988
23,"06","Potr","Host",2003,52,1.2955,15.6914,15.4323
23,"06","Potr","Host",2004,53,1.0605,15.9035,15.6914
23,"06","Potr","Host",2005,54,0.519,16.0073,15.9035
23,"06","Potr","Host",2006,55,0.581,16.1235,16.0073
23,"06","Potr","Host",2007,56,0.5255,16.2286,16.1235
23,"06","Potr","Host",2008,57,0.465,16.3216,16.2286
23,"06","Potr","Host",2009,58,1.426,16.6068,16.3216
24,"06","Potr","Host",1968,18,1.016,4.8226,4.6194
24,"06","Potr","Host",1969,19,1.485,5.1196,4.8226
24,"06","Potr","Host",1970,20,1.8055,5.4807,5.1196
24,"06","Potr","Host",1971,21,1.578,5.7963,5.4807
24,"06","Potr","Host",1972,22,1.388,6.0739,5.7963
24,"06","Potr","Host",1973,23,1.5025,6.3744,6.0739
24,"06","Potr","Host",1974,24,1.7455,6.7235,6.3744
24,"06","Potr","Host",1975,25,1.677,7.0589,6.7235
24,"06","Potr","Host",1976,26,2.2795,7.5148,7.0589
24,"06","Potr","Host",1977,27,2.7085,8.0565,7.5148
24,"06","Potr","Host",1978,28,1.8795,8.4324,8.0565
24,"06","Potr","Host",1979,29,0.9355,8.6195,8.4324
24,"06","Potr","Host",1980,30,0.742,8.7679,8.6195
24,"06","Potr","Host",1981,31,1.3235,9.0326,8.7679
24,"06","Potr","Host",1982,32,1.263,9.2852,9.0326
24,"06","Potr","Host",1983,33,1.7335,9.6319,9.2852
24,"06","Potr","Host",1984,34,1.8245,9.9968,9.6319
24,"06","Potr","Host",1985,35,1.294,10.2556,9.9968
24,"06","Potr","Host",1986,36,1.191,10.4938,10.2556
24,"06","Potr","Host",1987,37,1.383,10.7704,10.4938
24,"06","Potr","Host",1988,38,1.151,11.0006,10.7704
24,"06","Potr","Host",1989,39,1.1035,11.2213,11.0006
24,"06","Potr","Host",1990,40,0.85,11.3913,11.2213
24,"06","Potr","Host",1991,41,0.9145,11.5742,11.3913
24,"06","Potr","Host",1992,42,1.266,11.8274,11.5742
24,"06","Potr","Host",1993,43,1.805,12.1884,11.8274
24,"06","Potr","Host",1994,44,0.997,12.3878,12.1884
24,"06","Potr","Host",1995,45,1.8945,12.7667,12.3878
24,"06","Potr","Host",1996,46,1.8335,13.1334,12.7667
24,"06","Potr","Host",1997,47,1.0285,13.3391,13.1334
24,"06","Potr","Host",1998,48,1.2215,13.5834,13.3391
24,"06","Potr","Host",1999,49,1.7105,13.9255,13.5834
24,"06","Potr","Host",2000,50,1.95,14.3155,13.9255
24,"06","Potr","Host",2001,51,0.873,14.4901,14.3155
24,"06","Potr","Host",2002,52,1.176,14.7253,14.4901
24,"06","Potr","Host",2003,53,1.2305,14.9714,14.7253
24,"06","Potr","Host",2004,54,1.061,15.1836,14.9714
24,"06","Potr","Host",2005,55,0.7835,15.3403,15.1836
24,"06","Potr","Host",2006,56,0.812,15.5027,15.3403
24,"06","Potr","Host",2007,57,1.031,15.7089,15.5027
24,"06","Potr","Host",2008,58,0.5175,15.8124,15.7089
24,"06","Potr","Host",2009,59,0.5955,15.9315,15.8124
24,"06","Potr","Host",2010,60,1.118,16.1551,15.9315
25,"06","Potr","Host",1968,17,1.5565,7.7345,7.4232
25,"06","Potr","Host",1969,18,2.472,8.2289,7.7345
25,"06","Potr","Host",1970,19,2.632,8.7553,8.2289
25,"06","Potr","Host",1971,20,2.832,9.3217,8.7553
25,"06","Potr","Host",1972,21,1.161,9.5539,9.3217
25,"06","Potr","Host",1973,22,1.585,9.8709,9.5539
25,"06","Potr","Host",1974,23,1.969,10.2647,9.8709
25,"06","Potr","Host",1975,24,1.9435,10.6534,10.2647
25,"06","Potr","Host",1976,25,2.153,11.084,10.6534
25,"06","Potr","Host",1977,26,1.9945,11.4829,11.084
25,"06","Potr","Host",1978,27,1.9285,11.8686,11.4829
25,"06","Potr","Host",1979,28,0.9295,12.0545,11.8686
25,"06","Potr","Host",1980,29,0.5005,12.1546,12.0545
25,"06","Potr","Host",1981,30,0.8465,12.3239,12.1546
25,"06","Potr","Host",1982,31,0.694,12.4627,12.3239
25,"06","Potr","Host",1983,32,1.774,12.8175,12.4627
25,"06","Potr","Host",1984,33,1.764,13.1703,12.8175
25,"06","Potr","Host",1985,34,1.2855,13.4274,13.1703
25,"06","Potr","Host",1986,35,1.0265,13.6327,13.4274
25,"06","Potr","Host",1987,36,1.218,13.8763,13.6327
25,"06","Potr","Host",1988,37,0.596,13.9955,13.8763
25,"06","Potr","Host",1989,38,0.246,14.0447,13.9955
25,"06","Potr","Host",1990,39,0.1605,14.0768,14.0447
25,"06","Potr","Host",1991,40,0.6815,14.2131,14.0768
25,"06","Potr","Host",1992,41,0.377,14.2885,14.2131
25,"06","Potr","Host",1993,42,0.62,14.4125,14.2885
25,"06","Potr","Host",1994,43,0.5305,14.5186,14.4125
25,"06","Potr","Host",1995,44,0.4185,14.6023,14.5186
25,"06","Potr","Host",1996,45,1.0815,14.8186,14.6023
25,"06","Potr","Host",1997,46,0.808,14.9802,14.8186
25,"06","Potr","Host",1998,47,0.9405,15.1683,14.9802
25,"06","Potr","Host",1999,48,0.8075,15.3298,15.1683
25,"06","Potr","Host",2000,49,0.899,15.5096,15.3298
25,"06","Potr","Host",2001,50,1.4385,15.7973,15.5096
25,"06","Potr","Host",2002,51,0.6,15.9173,15.7973
25,"06","Potr","Host",2003,52,0.51,16.0193,15.9173
25,"06","Potr","Host",2004,53,0.2275,16.0648,16.0193
25,"06","Potr","Host",2005,54,0.306,16.126,16.0648
25,"06","Potr","Host",2006,55,0.4015,16.2063,16.126
25,"06","Potr","Host",2007,56,0.3165,16.2696,16.2063
25,"06","Potr","Host",2008,57,0.73,16.4156,16.2696
25,"06","Potr","Host",2009,58,1.082,16.632,16.4156
25,"06","Potr","Host",2010,59,0.9545,16.8229,16.632
26,"06","Potr","Host",1968,18,1.147,5.778,5.5486
26,"06","Potr","Host",1969,19,1.6485,6.1077,5.778
26,"06","Potr","Host",1970,20,2.311,6.5699,6.1077
26,"06","Potr","Host",1971,21,2.4805,7.066,6.5699
26,"06","Potr","Host",1972,22,0.6935,7.2047,7.066
26,"06","Potr","Host",1973,23,1.112,7.4271,7.2047
26,"06","Potr","Host",1974,24,1.2765,7.6824,7.4271
26,"06","Potr","Host",1975,25,1.267,7.9358,7.6824
26,"06","Potr","Host",1976,26,1.7245,8.2807,7.9358
26,"06","Potr","Host",1977,27,0.712,8.4231,8.2807
26,"06","Potr","Host",1978,28,1.063,8.6357,8.4231
26,"06","Potr","Host",1979,29,0.516,8.7389,8.6357
26,"06","Potr","Host",1980,30,0.1765,8.7742,8.7389
26,"06","Potr","Host",1981,31,0.4515,8.8645,8.7742
26,"06","Potr","Host",1982,32,0.597,8.9839,8.8645
26,"06","Potr","Host",1983,33,1.1375,9.2114,8.9839
26,"06","Potr","Host",1984,34,0.958,9.403,9.2114
26,"06","Potr","Host",1985,35,1.1015,9.6233,9.403
26,"06","Potr","Host",1986,36,0.7245,9.7682,9.6233
26,"06","Potr","Host",1987,37,0.6055,9.8893,9.7682
26,"06","Potr","Host",1988,38,0.446,9.9785,9.8893
26,"06","Potr","Host",1989,39,0.1535,10.0092,9.9785
26,"06","Potr","Host",1990,40,0.21,10.0512,10.0092
26,"06","Potr","Host",1991,41,0.2175,10.0947,10.0512
26,"06","Potr","Host",1992,42,0.4685,10.1884,10.0947
26,"06","Potr","Host",1993,43,0.828,10.354,10.1884
26,"06","Potr","Host",1994,44,0.322,10.4184,10.354
26,"06","Potr","Host",1995,45,0.603,10.539,10.4184
26,"06","Potr","Host",1996,46,0.6605,10.6711,10.539
26,"06","Potr","Host",1997,47,0.719,10.8149,10.6711
26,"06","Potr","Host",1998,48,0.7455,10.964,10.8149
26,"06","Potr","Host",1999,49,1.048,11.1736,10.964
26,"06","Potr","Host",2000,50,1.714,11.5164,11.1736
26,"06","Potr","Host",2001,51,0.508,11.618,11.5164
26,"06","Potr","Host",2002,52,0.8715,11.7923,11.618
26,"06","Potr","Host",2003,53,0.5075,11.8938,11.7923
26,"06","Potr","Host",2004,54,0.6925,12.0323,11.8938
26,"06","Potr","Host",2005,55,0.4815,12.1286,12.0323
26,"06","Potr","Host",2006,56,0.917,12.312,12.1286
26,"06","Potr","Host",2007,57,1.1595,12.5439,12.312
26,"06","Potr","Host",2008,58,1.193,12.7825,12.5439
27,"07","Pima","Non-Host",1984,1,0.637,0.1274,0
27,"07","Pima","Non-Host",1985,2,0.395,0.2064,0.1274
27,"07","Pima","Non-Host",1986,3,0.3375,0.2739,0.2064
27,"07","Pima","Non-Host",1987,4,0.251,0.3241,0.2739
27,"07","Pima","Non-Host",1988,5,0.249,0.3739,0.3241
27,"07","Pima","Non-Host",1989,6,0.1595,0.4058,0.3739
27,"07","Pima","Non-Host",1990,7,0.3205,0.4699,0.4058
27,"07","Pima","Non-Host",1991,8,0.3585,0.5416,0.4699
